categorie,categorie_label,praxis_relevant,scor,regiune,npa,oras,adresa,titlu,tip_obiect,chirie_neta,nebenkosten,suprafata_utila,nr_imagini,lungime_descriere,url,folder
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1652.0,Berna (oraș),3011,Bern,"Spitalgasse 18/20, 3011 Bern","Spitalgasse 18/20, 3011 Bern - CHF 3’795",OFFICE,3345,450,236,6,1257,https://flatfox.ch/de/wohnung/spitalgasse-1820-3011-bern/86229316/,B_buero_gewerbe/86229316-bern-236m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1650.0,Cantonul Berna,3400,Burgdorf,"Oberburgstrasse 10, 3400 Burgdorf","Oberburgstrasse 10, 3400 Burgdorf - CHF 160 inkl. NK pro m² / Jahr",OFFICE,160,,254,5,1393,https://flatfox.ch/de/wohnung/oberburgstrasse-10-3400-burgdorf/619829/,B_buero_gewerbe/619829-burgdorf-254m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1650.0,Berna (oraș),3018,Bern,"Morgenstrasse 131, 3018 Bern","Morgenstrasse 131, 3018 Bern - auf Anfrage",OFFICE,,,830,13,922,https://flatfox.ch/de/wohnung/morgenstrasse-131-3018-bern/85331204/,B_buero_gewerbe/85331204-bern-830m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1648.0,Cantonul Berna,3210,Kerzers,"Steindleren 1, 3210 Kerzers","Steindleren 1, 3210 Kerzers - auf Anfrage",OFFICE,,,57,7,1727,https://flatfox.ch/de/wohnung/steindleren-1-3210-kerzers/85794542/,B_buero_gewerbe/85794542-kerzers-57m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1647.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 179",OFFICE,179,,,7,2841,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86095712/,B_buero_gewerbe/86095712-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1647.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 1’139",OFFICE,1139,,,7,3585,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86095737/,B_buero_gewerbe/86095737-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1647.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 1’139",OFFICE,1139,,,7,3577,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86095792/,B_buero_gewerbe/86095792-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1647.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 349",OFFICE,349,,,7,2813,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86095889/,B_buero_gewerbe/86095889-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1647.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 429",OFFICE,429,,,7,3005,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86096029/,B_buero_gewerbe/86096029-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1646.0,Berna (oraș),3011,Bern,"Laupenstrasse 20, 3011 Bern","Laupenstrasse 20, 3011 Bern - auf Anfrage",COMMERCIAL,,,251,9,669,https://flatfox.ch/de/wohnung/laupenstrasse-20-3011-bern/1643193/,B_buero_gewerbe/1643193-bern-251m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1646.0,Cantonul Berna,3052,Zollikofen,"Bernstr. 131, 3052 Zollikofen","Bernstr. 131, 3052 Zollikofen - CHF 248 inkl. NK pro m² / Jahr",OFFICE,224,24,330,11,1412,https://flatfox.ch/de/wohnung/bernstr-131-3052-zollikofen/85924274/,B_buero_gewerbe/85924274-zollikofen-330m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1644.0,Cantonul Berna,3097,Liebefeld,"Stationsstrasse 12, 3097 Liebefeld","Stationsstrasse 12, 3097 Liebefeld - CHF 185 inkl. NK pro m² / Jahr",COMMERCIAL,185,,400,3,1453,https://flatfox.ch/de/wohnung/stationsstrasse-12-3097-liebefeld/85665691/,B_buero_gewerbe/85665691-liebefeld-400m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1644.0,Cantonul Berna,3097,Liebefeld,"Stationsstrasse 12, 3097 Liebefeld","Stationsstrasse 12, 3097 Liebefeld - CHF 185 inkl. NK pro m² / Jahr",COMMERCIAL,185,,544,3,1453,https://flatfox.ch/de/wohnung/stationsstrasse-12-3097-liebefeld/85665692/,B_buero_gewerbe/85665692-liebefeld-544m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1644.0,Cantonul Berna,3097,Liebefeld,"Stationsstrasse 12, 3097 Liebefeld","Stationsstrasse 12, 3097 Liebefeld - CHF 185 inkl. NK pro m² / Jahr",COMMERCIAL,185,,536,3,1453,https://flatfox.ch/de/wohnung/stationsstrasse-12-3097-liebefeld/85665693/,B_buero_gewerbe/85665693-liebefeld-536m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1644.0,Cantonul Berna,3073,Gümligen,"Worbstrasse 140, 3073 Gümligen","Worbstrasse 140, 3073 Gümligen - CHF 235 inkl. NK pro m² / Jahr",OFFICE,194,41,36,6,1597,https://flatfox.ch/de/wohnung/worbstrasse-140-3073-gumligen/86262769/,B_buero_gewerbe/86262769-guemligen-36m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1642.0,Berna (oraș),3013,Bern,"Jurastrasse 63, 3013 Bern","Jurastrasse 63, 3013 Bern - CHF 2’530 inkl. NK pro Monat",COMMERCIAL,2180,350,130,13,845,https://flatfox.ch/de/wohnung/jurastrasse-63-3013-bern/85291953/,B_buero_gewerbe/85291953-bern-130m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1642.0,Berna (oraș),3011,Bern,"Kornhausplatz 14, 3011 Bern","Kornhausplatz 14, 3011 Bern - CHF 312",ATELIER,277,35,41,4,517,https://flatfox.ch/de/wohnung/kornhausplatz-14-3011-bern/86212866/,B_buero_gewerbe/86212866-bern-41m-atelier
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1642.0,Cantonul Berna,2502,Biel/Bienne,"Bahnhofplatz 7, 2502 Biel/Bienne","Bahnhofplatz 7, 2502 Biel/Bienne - CHF 4’222",OFFICE,3522,700,232,13,479,https://flatfox.ch/de/wohnung/bahnhofplatz-7-2502-bielbienne/86241412/,B_buero_gewerbe/86241412-biel-bienne-232m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1641.0,Berna (oraș),3012,Bern,"Sahlistrasse 42, 3012 Bern","Sahlistrasse 42, 3012 Bern - CHF 235 inkl. NK pro m² / Jahr",COMMERCIAL,200,35,,1,964,https://flatfox.ch/de/wohnung/sahlistrasse-42-3012-bern/86009863/,B_buero_gewerbe/86009863-bern-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1641.0,Berna (oraș),3018,Bern,"Bümplizstrasse 111, 3018 Bern","Bümplizstrasse 111, 3018 Bern - CHF 1’730 inkl. NK pro Monat",SHOP,1500,230,,11,991,https://flatfox.ch/de/wohnung/bumplizstrasse-111-3018-bern/86190525/,B_buero_gewerbe/86190525-bern-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1640.0,Cantonul Berna,2540,Grenchen,"Kapellstrasse 26, 2540 Grenchen","Kapellstrasse 26, 2540 Grenchen - CHF 1’062",OFFICE,782,280,106,6,1342,https://flatfox.ch/de/wohnung/kapellstrasse-26-2540-grenchen/85713683/,B_buero_gewerbe/85713683-grenchen-106m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1640.0,Cantonul Berna,3110,Münsingen,"Belpbergstrasse 34b, 3110 Münsingen","Belpbergstrasse 34b, 3110 Münsingen - CHF 995 inkl. NK pro Monat",OFFICE,775,220,76,8,991,https://flatfox.ch/de/wohnung/belpbergstrasse-34b-3110-munsingen/86048679/,B_buero_gewerbe/86048679-muensingen-76m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1638.0,Berna (oraș),3027,Bern,"Looslistrasse 15, 3027 Bern","Looslistrasse 15, 3027 Bern - CHF 3’980 inkl. NK pro Monat",COMMERCIAL,3630,350,264,9,849,https://flatfox.ch/de/wohnung/looslistrasse-15-3027-bern/1103503/,B_buero_gewerbe/1103503-bern-264m-gewerbe
A_praxis_medical,Praxis / cabinet medical / terapie,da,1638.0,Cantonul Berna,2504,Biel,"Mühlestrasse 47, 2504 Biel","Mühlestrasse 47, 2504 Biel - CHF 1’490",SHOP,1300,190,140,12,1119,https://flatfox.ch/de/wohnung/muhlestrasse-47-2504-biel/1397420/,A_praxis_medical/1397420-biel-140m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1636.0,Cantonul Berna,3122,Kehrsatz,"Kirchackerweg 29, 3122 Kehrsatz","Kirchackerweg 29, 3122 Kehrsatz - CHF 4’425 inkl. NK pro Monat",COMMERCIAL,3788,637,505,14,1587,https://flatfox.ch/de/wohnung/kirchackerweg-29-3122-kehrsatz/1664582/,B_buero_gewerbe/1664582-kehrsatz-505m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1636.0,Cantonul Berna,2502,Biel/Bienne,"Jakob-Stämpfli-Strasse 4, 2502 Biel/Bienne","Jakob-Stämpfli-Strasse 4, 2502 Biel/Bienne - CHF 200",OFFICE,180,20,132,2,1304,https://flatfox.ch/de/wohnung/jakob-stampfli-strasse-4-2502-bielbienne/85707012/,B_buero_gewerbe/85707012-biel-bienne-132m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1636.0,Cantonul Berna,2501,Biel/Bienne,"Zentralstrasse 63 C, 2501 Biel/Bienne","Zentralstrasse 63 C, 2501 Biel/Bienne - CHF 240",OFFICE,240,,133,8,3382,https://flatfox.ch/de/wohnung/zentralstrasse-63-c-2501-bielbienne/86045801/,B_buero_gewerbe/86045801-biel-bienne-133m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1636.0,Cantonul Berna,2504,Biel,"Zürichstrasse 3, 2504 Biel","Zürichstrasse 3, 2504 Biel - CHF 3’600",OFFICE,,,326,14,1713,https://flatfox.ch/de/wohnung/zurichstrasse-3-2504-biel/86138435/,B_buero_gewerbe/86138435-biel-326m-buero
A_praxis_medical,Praxis / cabinet medical / terapie,da,1636.0,Cantonul Berna,3303,Jegenstorf,"Löwenplatz 3, 3303 Jegenstorf","Löwenplatz 3, 3303 Jegenstorf - CHF 1’150",OFFICE,1050,100,18,7,1938,https://flatfox.ch/de/wohnung/lowenplatz-3-3303-jegenstorf/86225357/,A_praxis_medical/86225357-jegenstorf-18m-buero
A_praxis_medical,Praxis / cabinet medical / terapie,da,1636.0,Cantonul Berna,3367,Thörigen,"Auf Anfrage, 3367 Thörigen","Auf Anfrage, 3367 Thörigen - CHF 2’555 exkl. NK pro Monat",PRACTICE,2555,,219,4,2113,https://flatfox.ch/de/wohnung/auf-anfrage-3367-thorigen/86275839/,A_praxis_medical/86275839-thoerigen-219m-praxis
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1634.0,Elveția — altă regiune,8001,Zürich,"Limmatquai 4, 8001 Zürich","Limmatquai 4, 8001 Zürich - CHF 2’990",OFFICE,,,15,12,2390,https://flatfox.ch/de/wohnung/limmatquai-4-8001-zurich/1411640/,B_buero_gewerbe/1411640-zuerich-15m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1634.0,Cantonul Berna,3360,Herzogenbuchsee,3360 Herzogenbuchsee,3360 Herzogenbuchsee - CHF 2’875,OFFICE,2375,500,230,17,1708,https://flatfox.ch/de/wohnung/3360-herzogenbuchsee/85991561/,B_buero_gewerbe/85991561-herzogenbuchsee-230m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1632.0,Cantonul Berna,3123,Belp,"Grubenstrasse 1, 3123 Belp","Grubenstrasse 1, 3123 Belp - CHF 8’560 inkl. NK pro Monat",OFFICE,7460,1100,532,12,1602,https://flatfox.ch/de/wohnung/grubenstrasse-1-3123-belp/85321351/,B_buero_gewerbe/85321351-belp-532m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1632.0,Cantonul Berna,3123,Belp,"Grubenstrasse 1, 3123 Belp","Grubenstrasse 1, 3123 Belp - CHF 8’560 inkl. NK pro Monat",COMMERCIAL,7460,1100,532,12,1588,https://flatfox.ch/de/wohnung/grubenstrasse-1-3123-belp/85501062/,B_buero_gewerbe/85501062-belp-532m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1632.0,Cantonul Berna,3360,Herzogenbuchsee,"Farnsbergstrasse 1, 3360 Herzogenbuchsee","Farnsbergstrasse 1, 3360 Herzogenbuchsee - auf Anfrage",LIVING_COMMERCIAL_BUILDING,,,652,20,2981,https://flatfox.ch/de/wohnung/farnsbergstrasse-1-3360-herzogenbuchsee/85770311/,B_buero_gewerbe/85770311-herzogenbuchsee-652m-wohn-geschaeftshaus
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1629.0,Cantonul Berna,3095,Spiegel b. Bern / Spiegel,"Chasseralstrasse 156, 3095 Spiegel b. Bern / Spiegel","Chasseralstrasse 156, 3095 Spiegel b. Bern / Spiegel - CHF 3’818",OFFICE,3129,689,,13,1107,https://flatfox.ch/de/wohnung/chasseralstrasse-156-3095-spiegel-b-bern-spiegel/86251117/,B_buero_gewerbe/86251117-spiegel-b-bern-spiegel-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1628.0,Cantonul Berna,3073,Gümligen,"Bahnhofstrasse 4, 3073 Gümligen","Bahnhofstrasse 4, 3073 Gümligen - CHF 240 exkl. NK pro m² / Jahr",OFFICE,240,,996,12,889,https://flatfox.ch/de/wohnung/bahnhofstrasse-4-3073-gumligen/85272821/,B_buero_gewerbe/85272821-guemligen-996m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1628.0,Cantonul Berna,4922,Bützberg,"Industriestrasse 23, 4922 Bützberg","Industriestrasse 23, 4922 Bützberg - CHF 100",COMMERCIAL,,,1500,13,1298,https://flatfox.ch/de/wohnung/industriestrasse-23-4922-butzberg/86077675/,B_buero_gewerbe/86077675-buetzberg-1500m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1628.0,Berna (oraș),3012,Bern,"Freiestrasse 54, 3012 Bern","Freiestrasse 54, 3012 Bern - CHF 2’890",COMMERCIAL,,,92,7,1345,https://flatfox.ch/de/wohnung/freiestrasse-54-3012-bern/86241731/,B_buero_gewerbe/86241731-bern-92m-gewerbe
A_praxis_medical,Praxis / cabinet medical / terapie,da,1628.0,Cantonul Berna,2540,Grenchen,"Solothurnstrasse 96, 2540 Grenchen","Solothurnstrasse 96, 2540 Grenchen - CHF 1’800",OFFICE,1500,300,194,7,1379,https://flatfox.ch/de/wohnung/solothurnstrasse-96-2540-grenchen/86265079/,A_praxis_medical/86265079-grenchen-194m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1626.0,Berna (oraș),3018,Bern,"Morgenstrasse 131, 3018 Bern","Morgenstrasse 131, 3018 Bern - CHF 2’020 inkl. NK pro m² / Jahr",STORAGE_ROOM,1795,225,179,11,913,https://flatfox.ch/de/wohnung/morgenstrasse-131-3018-bern/1088925/,B_buero_gewerbe/1088925-bern-179m-lager
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1624.0,Cantonul Berna,2504,Biel,"Längfeldweg 97, 2504 Biel","Längfeldweg 97, 2504 Biel - CHF 19’430",INDUSTRIAL_OBJECT,16370,3060,1467,19,1226,https://flatfox.ch/de/wohnung/langfeldweg-97-2504-biel/84737920/,B_buero_gewerbe/84737920-biel-1467m-industrieobjekt
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1624.0,Cantonul Berna,3210,Kerzers,"Steindleren 1a, 3210 Kerzers","Steindleren 1a, 3210 Kerzers - CHF 184 inkl. NK pro m² / Jahr",OFFICE,184,,84,5,1529,https://flatfox.ch/de/wohnung/steindleren-1a-3210-kerzers/85794543/,B_buero_gewerbe/85794543-kerzers-84m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1624.0,Cantonul Berna,2502,Biel,"Jean-Sessler-Strasse 1, Biel, Schweiz, 2502 Biel","Jean-Sessler-Strasse 1, Biel, Schweiz, 2502 Biel - auf Anfrage",SHOP,,,190,14,3537,https://flatfox.ch/de/wohnung/jean-sessler-strasse-1-biel-schweiz-2502-biel/85948245/,B_buero_gewerbe/85948245-biel-190m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1624.0,Cantonul Berna,2720,Tramelan,"Grand-Rue 124, 2720 Tramelan","Grand-Rue 124, 2720 Tramelan - CHF 3’110 inkl. NK pro Monat",OFFICE,2710,400,217,12,1636,https://flatfox.ch/de/wohnung/grand-rue-124-2720-tramelan/85971731/,B_buero_gewerbe/85971731-tramelan-217m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1624.0,Cantonul Berna,2720,Tramelan,"Grand-Rue 124, 2720 Tramelan","Grand-Rue 124, 2720 Tramelan - CHF 3’700 inkl. NK pro Monat",OFFICE,3250,450,260,12,1729,https://flatfox.ch/de/wohnung/grand-rue-124-2720-tramelan/85971762/,B_buero_gewerbe/85971762-tramelan-260m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1624.0,Cantonul Berna,2720,Tramelan,"Grand-Rue 124, 2720 Tramelan","Grand-Rue 124, 2720 Tramelan - CHF 3’900 inkl. NK pro Monat",OFFICE,3400,500,271,12,1648,https://flatfox.ch/de/wohnung/grand-rue-124-2720-tramelan/85971767/,B_buero_gewerbe/85971767-tramelan-271m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1624.0,Cantonul Berna,3084,Köniz,"Kirchstrasse 192, 3084 Köniz","Kirchstrasse 192, 3084 Köniz - CHF 1’900",COMMERCIAL,,,150,5,1620,https://flatfox.ch/de/wohnung/kirchstrasse-192-3084-koniz/86231057/,B_buero_gewerbe/86231057-koeniz-150m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1624.0,Cantonul Berna,3280,Murten,"Auf Anfrage, 3280 Murten","Auf Anfrage, 3280 Murten - CHF 3’730 inkl. NK pro Monat",OFFICE,3380,350,172,4,1671,https://flatfox.ch/de/wohnung/auf-anfrage-3280-murten/86258282/,B_buero_gewerbe/86258282-murten-172m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1624.0,Cantonul Berna,3280,Murten,"Auf Anfrage, 3280 Murten","Auf Anfrage, 3280 Murten - CHF 1’980 inkl. NK pro Monat",OFFICE,1730,250,87,4,1666,https://flatfox.ch/de/wohnung/auf-anfrage-3280-murten/86259156/,B_buero_gewerbe/86259156-murten-87m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1623.0,Cantonul Berna,3115,Gerzensee,"Dorfstrasse 10, 3115 Gerzensee","Dorfstrasse 10, 3115 Gerzensee - CHF 1’460",SHOP,1240,220,,7,1523,https://flatfox.ch/de/wohnung/dorfstrasse-10-3115-gerzensee/85710419/,B_buero_gewerbe/85710419-gerzensee-ladenflaeche
A_praxis_medical,Praxis / cabinet medical / terapie,da,1623.0,Berna (oraș),3012,Bern,"Mittelstrasse 9, 3012 Bern","Mittelstrasse 9, 3012 Bern - CHF 1’000 inkl. NK pro Monat",OFFICE,,,12,4,1078,https://flatfox.ch/de/wohnung/mittelstrasse-9-3012-bern/86250767/,A_praxis_medical/86250767-bern-12m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1622.0,Berna (oraș),3008,Bern,"Laupenstr. 37, 3008 Bern","Laupenstr. 37, 3008 Bern - CHF 275 inkl. NK pro m² / Jahr",COMMERCIAL,240,35,194,7,1174,https://flatfox.ch/de/wohnung/laupenstr-37-3008-bern/521746/,B_buero_gewerbe/521746-bern-194m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1622.0,Berna (oraș),3008,Bern,"Effingerstrasse 53, 3008 Bern","Effingerstrasse 53, 3008 Bern - CHF 170 exkl. NK pro m² / Jahr",OFFICE,170,,330,12,584,https://flatfox.ch/de/wohnung/effingerstrasse-53-3008-bern/61417907/,B_buero_gewerbe/61417907-bern-330m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1622.0,Berna (oraș),3018,Bern,"Stöckackerstrasse 79, 3018 Bern","Stöckackerstrasse 79, 3018 Bern - CHF 1’670 inkl. NK pro Monat",OFFICE,1340,330,117,11,775,https://flatfox.ch/de/wohnung/stockackerstrasse-79-3018-bern/84737337/,B_buero_gewerbe/84737337-bern-117m-buero
A_praxis_medical,Praxis / cabinet medical / terapie,da,1622.0,Berna (oraș),3012,Bern,"Brückfeldstr. 19, 3012 Bern","Brückfeldstr. 19, 3012 Bern - CHF 328 inkl. NK pro m² / Jahr",OFFICE,302,26,65,2,605,https://flatfox.ch/de/wohnung/bruckfeldstr-19-3012-bern/85928076/,A_praxis_medical/85928076-bern-65m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1620.0,Cantonul Berna,2560,Nidau,"Ipsachstrasse 10, 2560 Nidau","Ipsachstrasse 10, 2560 Nidau - CHF 120",COMMERCIAL,,,505,5,1200,https://flatfox.ch/de/wohnung/ipsachstrasse-10-2560-nidau/1397585/,B_buero_gewerbe/1397585-nidau-505m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1620.0,Cantonul Berna,3073,Gümligen,"Bahnhofstrasse 4, 3073 Gümligen","Bahnhofstrasse 4, 3073 Gümligen - CHF 240 exkl. NK pro m² / Jahr",OFFICE,240,,403,12,780,https://flatfox.ch/de/wohnung/bahnhofstrasse-4-3073-gumligen/85272860/,B_buero_gewerbe/85272860-guemligen-403m-buero
A_praxis_medical,Praxis / cabinet medical / terapie,da,1620.0,Cantonul Berna,2540,Grenchen,"Oelirain 1, 2540 Grenchen","Oelirain 1, 2540 Grenchen - CHF 1’890 inkl. NK pro Monat",COMMERCIAL,1590,300,100,6,1579,https://flatfox.ch/de/wohnung/oelirain-1-2540-grenchen/85777423/,A_praxis_medical/85777423-grenchen-100m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1620.0,Cantonul Berna,3400,Burgdorf,"Auf Anfrage, 3400 Burgdorf","Auf Anfrage, 3400 Burgdorf - CHF 240 inkl. NK pro m² / Jahr",OFFICE,,,140,4,1829,https://flatfox.ch/de/wohnung/auf-anfrage-3400-burgdorf/86236938/,B_buero_gewerbe/86236938-burgdorf-140m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1619.0,Cantonul Berna,3322,Schönbühl-Urtenen,"Solothurnstrasse 35, 3322 Schönbühl-Urtenen","Solothurnstrasse 35, 3322 Schönbühl-Urtenen - CHF 1’551 inkl. NK pro Monat",OFFICE,1351,200,144,7,1114,https://flatfox.ch/de/wohnung/solothurnstrasse-35-3322-schonbuhl-urtenen/86044540/,B_buero_gewerbe/86044540-schoenbuehl-urtenen-144m-buero
A_praxis_medical,Praxis / cabinet medical / terapie,da,1618.0,Cantonul Berna,2540,Grenchen,"Centralstrasse 4, 2540 Grenchen","Centralstrasse 4, 2540 Grenchen - CHF 2’450 inkl. NK pro Monat",OFFICE,1900,550,185,6,802,https://flatfox.ch/de/wohnung/centralstrasse-4-2540-grenchen/85482084/,A_praxis_medical/85482084-grenchen-185m-buero
